Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.4005126953125,72.46077614730521,71.15667416341765,71.40977771923563,135480400
2020-01-03,71.6966323852539,72.45595040957373,71.47245410922795,71.6291376132339,146322800
2020-01-06,72.2679214477539,72.306490935931,70.56849521434884,70.8191932093111,118387200
2020-01-07,71.92806243896484,72.53310260522755,71.70870255084994,72.27758611058375,108872000
2020-01-08,73.08511352539062,73.38643082203993,71.63155918060959,71.63155918060959,132079200
2020-01-09,74.63748168945312,74.83032176731344,73.81066900497032,74.06135963491325,170108400
2020-01-10,74.80622100830078,75.37029336253585,74.30483235122053,74.87131024106992,140644800
2020-01-13,76.4044189453125,76.4309386915993,75.00389679896787,75.12201817653433,121532000
2020-01-14,75.37271881103516,76.55147571173875,75.24978634537415,76.3417600315841,161954400
2020-01-15,75.0496826171875,76.05246721987251,74.61819429330173,75.17262239843001,121923600
2020-01-16,75.98983001708984,76.10072010904894,75.23051169402191,75.59209254847153,108829200
2020-01-17,76.83110046386719,76.83350600016065,75.9319669058597,76.23810266381822,137816400
2020-01-21,76.31039428710938,76.90097161406028,76.17299187168369,76.45984644857143,110843200
2020-01-22,76.58279418945312,77.13480208755844,76.4887796776353,76.79491535128935,101832400
2020-01-23,76.95161437988281,77.03115890447519,76.08863757604202,76.63583446102108,104472000
2020-01-24,76.72984313964844,77.93993070377184,76.53940855639385,77.19748815287878,146537600
2020-01-27,74.47355651855469,75.15332248001266,73.49246602328058,74.7411226410605,161940000
2020-01-28,76.58039093017578,76.7515370876536,75.25459488094803,75.35342783283777,162234000
2020-01-29,78.18340301513672,79.02950436307852,77.46988569545148,78.20992276333985,216229200
2020-01-30,78.0700912475586,78.12312337660362,76.83589699674123,77.26738534868132,126743200
2020-01-31,74.60858917236328,77.78326467024122,74.31450314285442,77.36142037786921,199588400
2020-02-03,74.40367889404297,75.56796570063159,72.85129158100523,73.35268032975995,173788400
2020-02-04,76.85999298095703,77.0504275114738,75.60169205731341,76.0066606092873,136616400
2020-02-05,77.48674774169922,78.28463523931488,76.88411323556181,77.98572352193352,118826800
2020-02-06,78.39313507080078,78.3955479637908,77.19992270532863,77.75675661382517,105425600
2020-02-07,77.3275375366211,78.14181565091206,76.83703724788526,77.89294126547146,117684000
2020-02-10,77.6948013305664,77.6948013305664,75.83428641741939,75.91401971596468,109348800
2020-02-11,77.22605895996094,78.26263625107545,77.0085971005104,78.19015142253798,94323200
2020-02-12,79.06000518798828,79.06483505188083,77.67548599053883,77.67548599053883,113730400
2020-02-13,78.49700927734375,78.82320573508036,78.12974054369347,78.3327054260137,94747600
2020-02-14,78.51634216308594,78.7652165546687,78.00892627887556,78.4655954129786,80113600
2020-02-18,77.07868194580078,77.25990141746018,76.01794043224491,76.19915990390432,152531200
2020-02-19,78.19498443603516,78.42453202537972,77.32029972520789,77.32029972520789,93984000
2020-02-20,77.39278411865234,78.4438584118609,76.88778679879077,77.9557766771897,100566000
2020-02-21,75.64096069335938,77.42899767678256,75.02481779625741,76.98681829279039,129554000
2020-02-24,72.0479965209961,73.4977516680358,69.88544951763012,71.8257048611315,222195200
2020-02-25,69.60759735107422,73.09909512359589,69.13643119372864,72.71732938397975,230673600
2020-02-26,70.71180725097656,71.97551316759632,69.22580967000033,69.23305815092856,198054800
2020-02-27,66.0895004272461,69.10499371673924,65.95419053994536,67.9210285159399,320605600
2020-02-28,66.05085754394531,67.27107285671417,61.94563554811998,62.1606861550344,426510000
2020-03-02,72.20026397705078,72.83574153252567,67.1043725567105,68.2061865192792,341397200
2020-03-03,69.90718078613281,73.45424589032702,69.05665321972758,73.37451261789377,319475600
2020-03-04,73.14981842041016,73.3092923901448,70.82779719372856,71.6275782870545,219178400
2020-03-05,70.77706909179688,72.37904277817594,70.41221158595323,71.40529059680607,187572800
2020-03-06,69.83715057373047,70.2696631046371,67.95247104471461,68.13852037839982,226176800
2020-03-09,64.31356811523438,67.19374467213605,63.54761077884886,63.72883020122201,286744800
2020-03-10,68.94551849365234,69.21130840087326,65.08675341116529,66.96419096693461,285290000
2020-03-11,66.55101013183594,67.95002595285474,65.6884040253017,67.02460213571918,255598800
2020-03-12,59.97880935668945,65.23900739248786,59.92323641976663,61.841747078919504,418474000
2020-03-13,67.16475677490234,67.6359302649127,61.119275269390535,64.00429300943405,370732000
2020-03-16,58.52421188354492,62.60043602101579,57.9902170129729,58.46138678881957,322423600
2020-03-17,61.097530364990234,62.245249799692694,57.60361793460999,59.80483021639644,324056000
2020-03-18,59.60186004638672,60.40647473225053,57.29433197423103,57.934642818544056,300233600
2020-03-19,59.14519500732422,61.09269941838276,58.62086718026377,59.77583883377371,271857200
2020-03-20,55.390323638916016,60.84865193316744,55.090706190239764,59.725089265820536,401693200
2020-03-23,54.21360778808594,55.211524041383235,51.37208822817037,55.11004159498472,336752800
2020-03-24,59.652610778808594,59.848327192203485,56.61295613694801,57.110704962845915,287531200
2020-03-25,59.323997497558594,62.399894457247456,59.029213577289134,60.58770003932158,303602000
2020-03-26,62.445796966552734,62.50378482179249,59.526955709117544,59.5656167372231,252087200
2020-03-27,59.860416412353516,61.82483295199707,59.69369391072969,61.07096113970106,204216800
2020-03-30,61.568702697753906,61.74025873047765,60.26150553022684,60.585287078823825,167976400
2020-03-31,61.44306182861328,63.424393901395085,60.8897400197262,61.7595949233472,197002000
2020-04-01,58.21010208129883,60.09719995282628,57.78000823267317,59.56079010801558,176218400
2020-04-02,59.181434631347656,59.23459262853542,57.241178794751,58.07237254686632,165934000
2020-04-03,58.33091735839844,59.36749098851091,57.74134949209258,58.66677725772262,129880000
2020-04-06,63.41954040527344,63.574177122829745,60.25665875100896,60.62392740731182,201820400
2020-04-07,62.68499755859375,65.64975169679985,62.58110020442296,65.43228251516715,202887200
2020-04-08,64.28941345214844,64.60352421399418,63.1199448269442,63.484794969799864,168895200
2020-04-09,64.75334167480469,65.25592782434815,63.958397538567084,64.92490142355433,161834800
2020-04-13,66.02426147460938,66.1329960532875,64.23139447845989,64.83062922254491,131022800
2020-04-14,69.35873413085938,69.64868825439446,67.18410032586527,67.65527393314986,194994800
2020-04-15,68.72565460205078,69.18474234820361,67.80747910974512,68.23515430833677,131154400
2020-04-16,69.27173614501953,69.63659364674618,68.22308052874929,69.43845862105105,157125200
2020-04-17,68.3318099975586,69.33456350529407,66.89655138464681,68.7884865443206,215250000
2020-04-20,66.91346740722656,68.06119058127958,66.89414057720502,67.15993057649021,130015200
2020-04-21,64.84513092041016,66.99076973874533,64.13475030153334,66.75639235940385,180991600
2020-04-22,66.71292114257812,67.14784486961675,65.77058148476895,66.11126755910753,116862400
2020-04-23,66.4543685913086,68.07809487584751,66.41570756383898,66.65733345514633,124814400
2020-04-24,68.37289428710938,68.38256138963163,66.93038709342744,66.97871523220005,126161200
2020-04-27,68.42121124267578,68.75223755503086,67.64317552817161,68.09017755648323,117087600
2020-04-28,67.3121337890625,69.06392140300909,67.22032214952667,68.88270199466979,112004800
2020-04-29,69.52302551269531,69.99178036647727,68.59518290617446,68.79814778505363,137280800
2020-04-30,70.98968505859375,71.16607461666706,69.67282835408629,70.06184250590752,183064000
2020-05-01,69.84679412841797,72.2461373205468,69.068758508474,69.16540738463718,240616800
2020-05-04,70.83504486083984,70.96310628408554,69.18232470328076,69.8709599457229,133568000
2020-05-05,71.89820861816406,72.7294023781066,71.14916678667844,71.29414381435919,147751200
2020-05-06,72.64000701904297,73.27064717863384,72.21474300795924,72.59892736503848,142333600
2020-05-07,73.39147186279297,73.7370026138725,72.96379653826914,73.26582900938926,115215200
2020-05-08,75.13829040527344,75.19159229593362,73.72337622769179,74.05045567520663,133838400
2020-05-11,76.32061767578125,76.81486350373997,74.4380975285037,74.64646215282984,145946400
2020-05-12,75.44841766357422,77.45449582037008,75.32727766040104,77.00385116379037,162301200
2020-05-13,74.5374526977539,76.54838146254056,73.46172873051864,75.62771287585991,200622400
2020-05-14,74.99534606933594,75.0559160635201,73.05468108965971,73.77667808210235,158929200
2020-05-15,74.55197143554688,74.59800522378177,72.73487156458532,72.7687943111998,166348400
2020-05-18,76.30850219726562,76.68161544536761,75.18432690881329,75.87482634655969,135178400
2020-05-19,75.86756896972656,77.17102926581177,75.83607138413613,76.32547436249678,101729600
2020-05-20,77.34304809570312,77.41330397310716,76.68646396339064,76.72522965116472,111504800
2020-05-21,76.76640319824219,77.74521626092047,76.52896618682993,77.20492931373624,102688800
2020-05-22,77.26067352294922,77.34304783651851,76.40300024409417,76.50475370458611,81803200
2020-05-26,76.73735809326172,78.55687612704607,76.68163102348302,78.37759126728832,125522000
2020-05-27,77.07169342041016,77.21706291080646,75.85545038481993,76.59440888025136,112945200
2020-05-28,77.1055908203125,78.36302429903517,76.47081856121721,76.74701384773941,133560800
2020-05-29,77.03050994873047,77.8082267406315,76.67435802451047,77.34789618259597,153532400
2020-06-01,77.97782135009766,78.09896135300481,76.8536385740957,76.98447184749915,80791200
2020-06-02,78.33882141113281,78.36305089208805,77.2703656270627,77.71131704152964,87642800
2020-06-03,78.77007293701172,79.03173947926652,78.08684155798949,78.65862620653965,104491200
2020-06-04,78.09169006347656,78.89121109253435,77.71857679947686,78.59321142956854,87560400
2020-06-05,80.31580352783203,80.37637351540958,78.31215100053369,78.34122341156335,137250400
2020-06-08,80.79067993164062,80.82460267780965,79.30308470158906,80.01296326734492,95654400
2020-06-09,83.34187316894531,83.73436548390762,80.43936425549487,80.47086183031477,147712400
2020-06-10,85.48607635498047,85.95367499163955,83.8506863159115,84.28921253488384,166651600
