Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-04-30,170.2327880859375,171.36316489690927,167.4020556506705,170.9832080102126,53875900
2020-05-01,165.8252410888672,169.69135432231735,165.29328109253808,166.99362242300225,39370500
2020-05-04,169.8813018798828,170.03329042260975,165.09377873938547,165.74921664727339,30372900
2020-05-05,171.70510864257812,174.450338086352,170.88818840181372,171.572122300799,36839200
2020-05-06,173.39596557617188,174.9728142035313,172.5315614803006,172.95901660365254,32139300
2020-05-07,174.4028778076172,175.30528628351058,173.43396890467872,174.9443170953828,28316000
2020-05-08,175.4287567138672,175.7327338053412,174.1748874476006,175.7137316135177,30877800
2020-05-11,177.38555908203125,178.11697670899608,173.6904230840471,173.97538346108584,30892700
2020-05-12,173.36741638183594,177.67049132686395,173.1679441494931,177.4425230613293,32038200
2020-05-13,170.74569702148438,174.83029795760064,167.69649071381875,173.405438177171,44711500
2020-05-14,171.48666381835938,171.63865237649037,166.8796102991968,168.64643742779634,41873900
2020-05-15,173.98487854003906,177.6895081033715,168.13345100384268,170.09025608059895,46610400
2020-05-18,175.64723205566406,176.87260518633394,174.74482368880803,176.44515011723627,35264500
2020-05-19,174.43136596679688,177.25258992843055,174.29837961314254,175.76122950334033,26799100
2020-05-20,176.8508758544922,177.0318631296963,175.2124846213123,176.04120052904094,31261300
2020-05-21,174.72665405273438,177.81292860726518,174.5932973177432,176.6031831674777,29119500
2020-05-22,174.80282592773438,175.7077620261806,173.87884925285118,174.49801682204026,20826900
2020-05-26,172.95489501953125,177.65096998396217,172.50719436134594,177.4985581567519,36073600
2020-05-27,173.18348693847656,173.35495386661088,168.22069886726882,171.6498775472554,39517100
2020-05-28,172.79293823242188,175.4124564029149,171.821345594234,172.1642649179447,33810200
2020-05-29,174.55514526367188,175.526752324785,171.8499012074165,174.05981417872152,42130400
2020-06-01,174.1551055908203,174.31703770681008,172.8501138394492,173.87885733693813,22622400
2020-06-02,176.1364288330078,176.22215504170484,172.74534536425864,175.50774089964386,30794600
2020-06-03,176.56504821777344,177.1175301498481,174.86950673493328,176.05067650710572,27311000
2020-06-04,174.24085998535156,177.02231087757588,173.65028222738718,175.55538677286637,28761800
2020-06-05,178.3177490234375,178.82260047028618,173.37400133185187,173.95505869036717,39893600
2020-06-08,179.42274475097656,179.60373200642374,175.688741626046,177.1175700198365,33211600
2020-06-09,180.79440307617188,181.651694207209,178.37491244759534,179.07980627930513,29783900
2020-06-10,187.50035095214844,189.10064603035806,181.9469704923257,182.0612866274209,43872300
2020-06-11,177.43190002441406,186.4716109809636,177.2413924938844,183.96640861165238,52854700
2020-06-12,178.8321533203125,182.62330696543887,176.39360750554295,181.49928782354135,43373600
2020-06-15,179.97518920898438,181.7659917395545,175.2790999776886,175.82206163060056,32770200
2020-06-16,184.38555908203125,186.30018400775128,182.37567311063972,183.73781594801383,42556700
2020-06-17,185.0237274169922,187.00503755358736,184.49982084857658,185.77623718995878,25687800
2020-06-18,187.0050506591797,187.166982785349,184.79512262836676,184.79512262836676,23061600
2020-06-19,185.8905487060547,189.83411407758476,185.14755918205572,189.1673304707642,44441100
2020-06-22,191.05343627929688,191.23440902079636,185.96679556502613,186.50022256791996,32818900
2020-06-23,192.3297882080078,194.2729879977729,191.87255275823534,192.50124060057937,30917400
2020-06-24,188.45294189453125,193.60625328078626,187.2336761239844,192.03454781345783,36740600
2020-06-25,190.8342742919922,191.09146741534593,186.19535045759932,188.4147984792435,27803900
2020-06-26,187.01455688476562,190.40564005963446,185.6333592367713,190.25322823418622,54675800
2020-06-29,189.02444458007812,189.1101707823293,184.3664653054702,186.49065245840316,26701600
2020-06-30,193.85385131835938,194.7016220127296,188.35763677088494,188.49099346882664,34310300
2020-07-01,194.98745727539062,196.55917732651125,192.19648595050802,193.50147797963655,32061200
2020-07-02,196.47337341308594,198.14987426202228,195.27316310651673,195.92089150012194,29315800
2020-07-06,200.70277404785156,201.11237910993444,198.21661187247753,198.9215058327995,31897600
2020-07-07,198.36900329589844,204.4843869114335,198.12134494687825,200.46461530971268,33600700
2020-07-08,202.73165893554688,203.1412493492164,198.7880939445461,200.1026204531434,33600000
2020-07-09,204.1509552001953,206.1132100290727,201.43617613862634,206.06557952127864,33121700
2020-07-10,203.53182983398438,203.9223797300993,201.06472308791984,203.48419931632273,26177600
2020-07-13,197.24497985839844,205.5607560236362,196.70201815845206,204.30338021415548,38135600
2020-07-14,198.46426391601562,198.94054003337126,192.4441268159393,196.34959679217306,37591800
2020-07-15,198.16896057128906,201.30286556387918,195.3017835765053,199.6168440382108,32179400
2020-07-16,194.2444305419922,195.93997218751295,192.7108210160108,195.6542036387055,29940700
2020-07-17,193.25375366210938,195.31125492769436,191.83444595508598,194.76830784788956,31635300
2020-07-20,201.56007385253906,202.22685756007462,193.37763849394122,195.27322281624453,36884800
2020-07-21,198.84527587890625,203.78902422512718,198.15943711788177,203.5223107663725,37990400
2020-07-22,201.7029266357422,202.22683324824817,198.50235068955192,199.27391563942754,49605700
2020-07-23,192.92991638183594,200.91230847679552,192.55842160486344,197.35929283705426,67457000
2020-07-24,191.74874877929688,193.2347277928302,188.13856802751238,190.91049824456846,39827000
2020-07-27,194.1777801513672,194.29208176915887,191.32964371811065,191.91070116654112,30160900
2020-07-28,192.4345703125,194.98740284441632,192.16785689975623,193.94912459232157,23251400
2020-07-29,194.3777618408203,194.9397640412787,192.42502730325805,192.8917830230977,19632600
2020-07-30,194.22537231445312,194.7588137132413,190.1008344071993,191.46297696813315,25079600
2020-07-31,195.28271484375,195.36845558536268,189.56740183239614,194.7016574395373,51044000
2020-08-03,206.26565551757812,207.3134687948011,200.45509557830556,201.48385374099897,78983000
2020-08-04,203.16986083984375,204.5796486198562,200.33125923486728,204.00811146203563,49280100
2020-08-05,202.83645629882812,204.79871139406026,201.53146450991576,204.70345036554147,28806400
2020-08-06,206.08468627929688,206.10372685935414,201.51243254620533,202.264942432697,32656800
2020-08-07,202.3982696533203,205.46548863137218,200.92181096572025,204.6558280531857,27820400
2020-08-10,198.36900329589844,201.82677256630785,196.55915986005738,201.6267302012885,36716500
2020-08-11,193.73001098632812,197.79739715345306,193.50139329672663,197.33065602251762,36446500
2020-08-12,199.26437377929688,200.30265206772674,195.03504017950794,195.5494119121457,28013100
2020-08-13,198.79763793945312,201.321909948508,198.27373133117436,199.50253178830027,22588900
2020-08-14,198.9881134033203,199.64537663008304,197.6640666620123,198.85475670041126,17958900
2020-08-17,200.3026580810547,201.1694839962256,199.00718662001864,199.65492961793257,20184800
2020-08-18,201.45526123046875,202.2839769572169,199.28344347190688,200.5408047630147,21336200
2020-08-19,200.23306274414062,202.52472316744996,199.80338096787293,201.9422611156425,27627600
2020-08-20,204.89273071289062,205.29376795305888,199.47870611572912,200.08025469101796,26981500
2020-08-21,203.40316772460938,206.487344560312,203.24084416167003,204.20524223675469,36249300
2020-08-24,204.04290771484375,205.79029360312026,202.83978144131711,205.09323916626136,25460100
2020-08-25,206.6973876953125,206.83106676380277,203.47953218027314,203.47953218027314,23043700
2020-08-26,211.1660919189453,212.06365758670174,207.54719934503768,208.04372782356944,39600800
2020-08-27,216.35101318359375,220.7146922620939,209.49514779937155,212.8275964636864,57602200
2020-08-28,218.5758056640625,220.2277003121461,216.35099233448315,217.8787512019263,26292900
2020-08-31,215.34837341308594,218.37526098059254,214.18344954547442,216.75201094914362,28774200
2020-09-01,217.0098419189453,217.18170877943533,214.29804337071027,215.3292882434317,25725500
2020-09-02,221.19210815429688,222.34748887077873,217.08624417836464,217.6782494908161,34080800
2020-09-03,207.48995971679688,218.95776110393626,205.2556028872172,218.9195733210918,58400300
2020-09-04,204.5776824951172,208.50213710384176,195.92669857937142,205.38931506811102,59664100
2020-09-08,193.51089477539062,200.54817062580975,193.07165511687595,197.17753404239843,52924300
2020-09-09,201.75125122070312,205.14098845525137,197.3684714692086,198.22784947553285,45679000
2020-09-10,196.09854125976562,205.04554135717223,194.89542936094682,203.766024749938,35461500
2020-09-11,194.81900024414062,199.21133762376908,192.15496208335907,197.8458878476529,33620100
2020-09-14,196.1367645263672,199.75565848219193,194.81905999435875,195.0195859505068,30375800
2020-09-15,199.3545684814453,200.30942320721906,197.58808141079317,199.0108201973697,21823900
2020-09-16,195.79298400878906,201.14016226576354,195.4014900352988,201.11151778672067,26328100
2020-09-17,193.7495880126953,195.10548005964475,190.93276930959968,191.01870274350762,34011300
2020-09-18,191.3433837890625,194.45620569620186,187.39028485941148,193.64458772666708,55225300
2020-09-21,193.39630126953125,193.55863942090826,187.5144062732065,188.287836395958,39839700
2020-09-22,198.05596923828125,198.7052780405181,192.95704840245924,195.80251145980125,33517100
2020-09-23,191.53428649902344,198.70525408624388,190.99957023807005,198.5142715045388,30803800
2020-09-24,194.01693725585938,196.2894962029977,190.20706159211466,190.82772591604362,31202500
2020-09-25,198.4379119873047,199.60282132425013,193.39626573547469,194.36067831325278,29437300
2020-09-28,199.98475646972656,202.97345613044888,198.66705241510834,201.3597494710803,32004900
2020-09-29,197.90321350097656,200.58636790258805,197.47353172695807,199.8988712361869,24221900
2020-09-30,200.83462524414062,202.41012994138174,197.21571715131006,198.35199677037934,33829100
2020-10-01,202.8684539794922,204.32938063457078,201.77992010767034,203.85195324219404,27158400
2020-10-02,196.88150024414062,201.46480588853086,196.26083592410876,198.6097849842091,33154800
2020-10-05,200.88238525390625,200.91102973627147,197.63586974319077,197.86504017204257,21331600
2020-10-06,196.6141815185547,200.69140156656152,195.57339314489093,199.3928128529531,28554300
2020-10-07,200.35716247558594,200.62452062469237,197.38756379022215,197.71221088986192,25681100
2020-10-08,201.0733184814453,201.6557804718175,198.91535195429182,201.006471654224,19925800
2020-10-09,206.06723022460938,206.11497588280443,201.69399310665412,201.69399310665412,26458000
2020-10-12,211.4048309326172,213.75377997405823,207.0220512282655,208.91265950995952,40461400
2020-10-13,212.79896545410156,215.0428803166582,210.47866045048664,212.66528634973199,28950800
2020-10-14,210.88922119140625,214.09753374216916,209.23732654938445,212.93260977868263,23421700
2020-10-15,209.743408203125,210.41180364703087,206.25817945216272,207.29898225402468,22733100
2020-10-16,209.743408203125,212.25466641165193,209.41876106893184,210.21127772889514,26057900
2020-10-19,204.5489959716797,212.26422448710105,204.0715685727298,210.46909280467258,27625800
2020-10-20,204.9595489501953,207.55675481644911,203.46997799718156,206.05764056191512,22753500
2020-10-21,205.10281372070312,207.12710123202376,203.49865008216514,203.49865008216514,22724900
2020-10-22,205.18878173828125,206.30596029290817,202.142792085187,204.2721145660607,22351500
2020-10-23,206.4682159423828,206.51596158864882,203.53681975669713,205.32239328162643,18879600
2020-10-26,200.59588623046875,206.57327167863946,198.70527791822374,204.19569269246188,37111600
2020-10-27,203.62278747558594,204.9786795523544,200.8346131891416,202.03772500009524,36700300
2020-10-28,193.52996826171875,199.4118774599647,192.97616528668934,198.29469906700677,51195600
2020-10-29,195.47787475585938,197.9986908313189,194.18881495491607,194.8572249672143,31432600
2020-10-30,193.3294219970703,195.06724988232443,190.6080804187681,194.3129211201927,36953700
2020-11-02,193.19578552246094,196.01260444475008,191.0855498716354,195.06729288841902,30842200
2020-11-03,197.11062622070312,198.7243328106331,193.9500598557751,194.68530197040215,27512000
2020-11-04,206.6210174560547,208.46389468820024,202.83024295706136,204.35801637531904,42311800
2020-11-05,213.20950317382812,214.0020343366813,211.16611466391598,212.01593477855405,36080100
2020-11-06,213.62010192871094,214.23120837473735,208.18697616938863,212.22600760843946,25231900
2020-11-09,208.53073120117188,217.8214639696989,208.04376051699998,214.30760543386708,44395000
2020-11-10,201.48388671875,206.72604431159402,200.25213055602137,204.81633489532064,44045100
2020-11-11,206.7738037109375,208.19652799591586,202.62017962636645,202.80160436416497,29440800
2020-11-12,205.71392822265625,209.21824372278732,204.77817456284876,207.40402536215038,21593900
2020-11-13,206.73561096191406,207.6045323412355,204.49171088632605,206.59238856748885,18621100
2020-11-16,207.42312622070312,207.9101115453344,204.83547759620686,205.16966806985056,24953300
2020-11-17,204.77816772460938,207.85278678987626,204.41531823662734,206.3441290207393,24154100
2020-11-18,202.0784149169922,205.99399180635928,201.93480295916703,204.53880869388323,28372800
2020-11-19,203.36131286621094,203.94529990151645,200.97749406149,202.36567026258092,24792700
2020-11-20,201.41783142089844,204.1941538861214,201.04446371546402,203.15064088991645,22843100
2020-11-23,201.14979553222656,203.23682175525894,199.28295679876337,201.9539699700148,25683500
2020-11-24,204.73988342285156,205.11325118374054,199.95310976628818,200.65197462988576,33979700
2020-11-25,204.74942016601562,206.10886192206488,203.39956130497038,205.9365451088525,21012900
2020-11-27,206.0514373779297,207.04709439516884,204.91218300631596,205.68765254415658,14512200
2020-11-30,204.94093322753906,205.60149571776424,201.84866694443141,204.96965270067608,33064800
2020-12-01,206.98968505859375,208.0523494571735,204.25164978168124,205.36217023318213,30904500
2020-12-02,206.18548583984375,206.28122715714795,203.7250917523255,205.7163913660457,23724500
2020-12-03,205.10366821289062,207.15240660691688,204.53881785971507,205.4578847635359,25120900
2020-12-04,205.21852111816406,206.1950268455975,204.08883515739382,205.0844920660121,24666000
2020-12-07,205.15151977539062,206.3482130777084,203.90697042743815,205.22810989970768,24620000
2020-12-08,206.79818725585938,207.69810302754718,203.8112452120222,204.845190059829,23284100
2020-12-09,202.76773071289062,206.0514503597692,202.2028949393342,205.984443126197,32440600
2020-12-10,201.54229736328125,203.99312283702398,201.3891171191543,202.7389906303878,26733300
2020-12-11,204.1654510498047,204.22290460061276,200.19243502451116,201.09235074888988,30979400
2020-12-14,205.0653839111328,206.98967630200812,203.80168324113518,204.01230245414715,28798400
2020-12-15,204.9983367919922,206.23331774795298,203.1889372562856,205.99397910773743,27000600
2020-12-16,209.9287109375,210.72331699112576,205.56317639407263,205.59189586280007,35023300
2020-12-17,210.06277465820312,211.47008729036386,208.62674255257576,210.49358136827655,32515800
2020-12-18,209.2681427001953,210.32123862452005,206.80774892510524,209.2681427001953,63354900
2020-12-21,213.0975799560547,214.44745359399022,208.01402881752463,208.27251867774226,37181900
2020-12-22,214.3900146484375,216.00794643471485,212.38914682397282,213.19332126901028,22612200
2020-12-23,211.59458923339844,214.02626431097343,211.38396998163088,213.5954575171132,18699600
2020-12-24,213.25074768066406,214.0740732616441,211.7668450557722,211.97746424681867,10550600
2020-12-28,215.36651611328125,216.3908780288352,213.5092456892616,214.8782558753354,17933500
2020-12-29,214.59104919433594,217.49183275361256,214.04536461399422,216.65893884295096,17403200
2020-12-30,212.22637939453125,216.00794208381058,212.02534309135797,215.62499144526328,20272300
2020-12-31,212.93482971191406,213.49009718851218,210.3116725862071,212.2455331622111,20942100
2021-01-04,208.40652465820312,213.4900752334204,205.64933874293737,213.04011740396882,37130100
2021-01-05,208.60755920410156,209.20112898306692,206.50138202886356,207.9948528511583,23823000
2021-01-06,203.19854736328125,207.25773679566413,202.90176972562557,203.1219572296807,35930700
2021-01-07,208.98095703125,209.98618241670528,204.5962852345555,204.91219943951467,27694500
2021-01-08,210.25421142578125,211.17327826429883,207.77466653129983,209.35429576941888,22956200
2021-01-11,208.21507263183594,209.5745145115379,207.4874737327891,209.1532761190525,23031300
2021-01-12,205.76425170898438,207.84172439484524,204.22292456798172,207.26730569518543,23249300
2021-01-13,207.1140594482422,207.51614656668343,204.80683170397887,204.8930047071282,20087100
2021-01-14,203.93569946289062,208.1863566093762,203.66764131924498,206.70245392329073,29480800
2021-01-15,203.5814208984375,205.36210078555595,202.98786580542128,204.41432921549068,31746500
2021-01-19,207.20985412597656,207.7268192377233,203.56233504710266,204.63456763921351,30480900
2021-01-20,214.77293395996094,216.16109525037086,208.02358090402097,208.4160998078411,37777300
2021-01-21,215.37608337402344,216.64936685048048,212.93482602015692,215.11759352034807,30709400
2021-01-22,216.3142852783203,220.25859646157198,216.17068792070867,217.39610073257143,30172700
2021-01-25,219.7416229248047,219.98096159958953,214.6580718096666,219.34910399221997,33152100
2021-01-26,222.4221954345703,224.19329267545595,220.26814758976505,221.9722376050097,49169600
2021-01-27,222.9678497314453,230.18631059995516,220.32555665893744,227.85036336098,69870600
2021-01-28,228.74073791503906,232.29253006928437,225.0644995906523,225.5623280954357,49111200
2021-01-29,222.06800842285156,227.86957571864957,221.4840214563199,225.92614679568288,42503100
2021-02-01,229.43003845214844,232.15850507669126,222.51793663750792,225.0357840681807,33314200
2021-02-02,229.29600524902344,231.9766011706054,228.51098203808783,231.00967824023755,25916300
2021-02-03,232.6371612548828,234.63802880665224,229.0566498927126,229.35344208114293,27158100
2021-02-04,231.68942260742188,232.86697949222687,230.11936136908966,232.31171197270916,25296100
2021-02-05,231.87130737304688,232.9052522107318,230.16721716132736,231.9000268456431,18054800
2021-02-08,232.12974548339844,233.28813624139045,230.54053351636333,232.7807395278782,22211900
2021-02-09,233.3743133544922,234.3220849716953,231.08623665637043,231.55533101783197,23565000
2021-02-10,232.46484375,235.43263415280472,230.61714183329966,234.55186970118112,22186700
2021-02-11,234.06365966796875,234.69550267810723,231.82343853140517,234.34128610793087,15751100
2021-02-12,234.54232788085938,234.839105493822,232.3786969588708,233.52751965114385,16561100
2021-02-16,233.30734252929688,235.63372209695896,232.56060701574452,234.5806260608858,26728500
2021-02-17,234.324462890625,234.43001503747345,231.19630371213563,231.56094106337903,21653500
2021-02-18,233.93106079101562,234.06539856792395,231.11955780224875,232.02154629365586,16925600
2021-02-19,231.2250518798828,233.99817822515038,230.46699168209992,233.89262609539767,25262600
2021-02-22,225.0263214111328,228.30801355738436,223.00165002550102,227.81864342177664,36446900
2021-02-23,223.83645629882812,225.33336682720707,219.48004782088785,221.01534892993712,30228700
2021-02-24,225.06468200683594,225.68838982058668,219.73912389245297,220.7082737093452,26339700
2021-02-25,219.72955322265625,225.10307807896038,218.66444150450877,222.69458880716616,39542200
2021-02-26,222.98248291015625,225.85155697990797,220.25732229386043,222.16685132625005,37819200
2021-03-01,227.35804748535156,227.86661288751642,223.7213085056627,226.36009733043844,25324000
2021-03-02,224.41220092773438,227.70349799818933,224.00918764921863,227.4252175123957,22812500
2021-03-03,218.357421875,224.13397586829393,218.0695510117583,222.77140273345165,34029500
2021-03-04,217.56094360351562,223.08801625993092,215.19083022458815,217.57054857019696,44727800
2021-03-05,222.2339630126953,223.83642545452608,217.30182827978922,220.23807770264767,41872800
2021-03-08,218.19422912597656,223.93239070497876,217.94474893270365,222.01327174889764,35267400
2021-03-09,224.3258514404297,225.8611527209292,222.30118001460858,223.46225362122254,33080500
2021-03-10,223.02084350585938,227.41562829059083,222.6562061675543,227.41562829059083,29746800
2021-03-11,227.5403594970703,229.49785452570518,224.8343945532657,225.45811704228768,29907600
2021-03-12,226.21620178222656,226.28337798999624,223.7981072117447,224.54656261470257,22653700
2021-03-15,225.31417846679688,225.67881578579735,222.4354997800782,225.458121186163,26034900
2021-03-16,228.096923828125,230.3518801512368,226.39849920018347,226.7247459571365,28092200
2021-03-17,227.45404052734375,228.9029851449407,223.7981201609633,226.60003292113342,29562100
2021-03-18,221.3896026611328,224.719275803559,221.01537498492127,223.15518889547872,34833000
2021-03-19,221.0345458984375,223.0688074379135,220.07498635842558,221.67744903323953,46430700
2021-03-22,226.44650268554688,227.31969089953785,220.8330724893745,220.95781993782433,30127000
2021-03-23,227.97216796875,231.30184090014612,227.48279785140227,227.88581112010934,31638400
2021-03-24,225.93789672851562,228.3751715285235,225.80355897799103,228.23124345357456,25620100
2021-03-25,222.94407653808594,227.35805660601366,222.20522617954543,225.78437942941395,34061900
2021-03-26,226.91665649414062,227.13736575038837,222.18603456103727,222.18603456103727,25479900
2021-03-29,225.72683715820312,227.22374800097268,222.50271586542272,227.02223401442157,25227500
2021-03-30,222.47390747070312,224.3930267427671,221.7542377436791,224.08596063121217,24792000
2021-03-31,226.2353515625,229.43068651308948,222.99203570768762,223.49101075651635,43623500
2021-04-01,232.5492706298828,233.01944545451641,228.42316149759984,228.8261747651646,30338000
2021-04-05,238.99752807617188,239.85153557551078,232.88512317429942,232.94269441038907,36910600
2021-04-06,237.83644104003906,239.31415636924692,236.89607673963405,237.59655114205796,22931900
2021-04-07,239.7939453125,240.78229055854658,237.19354691855074,237.78846920288845,22719800
2021-04-08,243.0084991455078,243.8625067108341,241.80904949523384,242.54791457948403,23625200
2021-04-09,245.50331115722656,245.63764890551167,242.23120965191174,242.6438132210316,24326800
2021-04-12,245.5609130859375,247.24974743747651,244.3230729403919,244.4094444364362,27148700
2021-04-13,248.03652954101562,248.70823291456193,246.44365723287845,246.85629007953642,23837500
2021-04-14,245.2538299560547,248.36279362985277,244.84122636397595,247.06741162139323,23070900
2021-04-15,249.0056915283203,249.41829508741483,247.30728174663673,247.49917607756265,25627500
